---- Log file ----
Sub Steps: 10
0.90000874 1689.521 0.009674832
0.912509 1689.5674 0.009501308
0.9250093 1689.6061 0.009111136
0.9375096 1689.6202 0.008920565
0.9500099 1689.607 0.008846745
0.96251017 1689.5645 0.008881837
0.97501045 1689.4851 0.008970737
0.98751074 1689.3939 0.009057224
1.000011 1689.3044 0.009142116
1.0125113 1689.2365 0.009235084
1.0250115 1689.1995 0.009346202
1.0375118 1689.1896 0.00931336
1.0500121 1689.2048 0.009252995
1.0625124 1689.2369 0.009128973
1.0750127 1689.2764 0.008970171
1.087513 1689.3123 0.00883469
1.1000133 1689.3444 0.008746251
1.1125135 1689.3652 0.008673012
1.1250138 1689.3735 0.008641303
1.1375141 1689.3676 0.00863488
1.1500144 1689.3473 0.008671343
1.1625147 1689.3164 0.008661494
1.175015 1689.2766 0.008844435
1.1875153 1689.2368 0.008884504
1.2000155 1689.1956 0.00902088
1.2125158 1689.1559 0.009143695
1.2250161 1689.1274 0.009139657
1.2375164 1689.1135 0.009181291
1.2500167 1689.1028 0.009222582
1.262517 1689.1093 0.009089366
1.2750173 1689.1285 0.009069964
1.2875175 1689.1471 0.008984476
1.3000178 1689.1603 0.008885056
1.3125181 1689.1646 0.008882761
1.3250184 1689.1542 0.008896068
1.3375187 1689.1293 0.008853361
1.350019 1689.0957 0.008964628
1.3625193 1689.0608 0.009077117
1.3750196 1689.022 0.009114072
1.3875198 1688.9869 0.009248763
1.4000201 1688.9572 0.009315386
1.4125204 1688.9386 0.00929676
1.4250207 1688.9297 0.009305298
1.437521 1688.9307 0.009330213
1.4500213 1688.9406 0.009258911
1.4625216 1688.9534 0.009237602
1.4750218 1688.967 0.009181634
1.4875221 1688.977 0.009192541
1.5000224 1688.9838 0.009114295
1.5125227 1688.982 0.009115934
1.525023 1688.9728 0.009161353
1.5375233 1688.9608 0.009109184
1.5500236 1688.9415 0.0092154145
1.5625238 1688.9152 0.0092342645
1.5750241 1688.8857 0.0093578845
1.5875244 1688.8584 0.009414971
1.6000247 1688.8346 0.009501472
1.612525 1688.8198 0.009486482
1.6250253 1688.8156 0.009536609
1.6375256 1688.8232 0.009508237
1.6500258 1688.8395 0.009439141
1.6625261 1688.8624 0.009380266
1.6750264 1688.8904 0.009301037
1.6875267 1688.9208 0.009197965
1.700027 1688.9417 0.009201765
1.7125273 1688.9583 0.009112567
1.7250276 1688.9658 0.009100959
1.7375278 1688.9623 0.009055987
1.7500281 1688.942 0.009157628
1.7625284 1688.9167 0.009216517
1.7750287 1688.8855 0.009244084
1.787529 1688.8514 0.009413764
1.8000293 1688.8281 0.009419903
1.8125296 1688.8096 0.009500727
1.8250299 1688.7982 0.009497002
1.8375301 1688.7974 0.009513974
1.8500304 1688.7997 0.009534404
1.8625307 1688.8142 0.009440884
1.875031 1688.8357 0.009412199
1.8875313 1688.8629 0.009364113
1.9000316 1688.8943 0.009239316
1.9125319 1688.919 0.009236097
1.9250321 1688.9407 0.009109572
1.9375324 1688.9524 0.009137079
1.9500327 1688.9581 0.0091718435
1.962533 1688.9628 0.009134814
1.9750333 1688.9612 0.009162128
1.9875336 1688.9573 0.009180814
2.0000339 1688.9507 0.009202942
2.0125341 1688.9427 0.0091649
2.0250344 1688.9395 0.009085134
2.0375347 1688.943 0.009156242
2.050035 1688.951 0.009081423
2.0625353 1688.9568 0.009104013
2.0750356 1688.9609 0.00915882
2.0875359 1688.9633 0.009160787
2.1000361 1688.9642 0.009116739
2.1125364 1688.9607 0.009154767
2.1250367 1688.9606 0.009135976
2.137537 1688.9631 0.009126663
2.1500373 1688.9631 0.009115428
2.1625376 1688.96 0.009135202
2.1750379 1688.9534 0.009146035
2.1875381 1688.945 0.0091493875
2.2000384 1688.9388 0.00920032
2.2125387 1688.9401 0.009206817
2.225039 1688.9437 0.009160966
2.2375393 1688.9476 0.00915809
2.2500396 1688.9502 0.0091793835
2.2625399 1688.9542 0.009168029
2.2750401 1688.9576 0.009167448
2.2875404 1688.9607 0.009165183
2.3000407 1688.9636 0.009153798
2.312541 1688.9668 0.00913766
2.3250413 1688.9685 0.009138972
2.3375416 1688.9646 0.009165004
2.3500419 1688.9612 0.009094849
2.3625422 1688.9559 0.009171054
2.3750424 1688.9498 0.00918889
2.3875427 1688.9441 0.009189427
2.400043 1688.9382 0.00920473
2.4125433 1688.933 0.009212986
2.4250436 1688.9281 0.009199619
2.4375439 1688.9235 0.00923878
2.4500442 1688.9211 0.009228215
2.4625444 1688.9203 0.009233758
2.4750447 1688.9222 0.009239212
2.487545 1688.9261 0.009212196
2.5000453 1688.931 0.009198472
2.5125456 1688.9333 0.00919117
2.5250459 1688.9324 0.009179622
2.5375462 1688.9318 0.0091908425
2.5500464 1688.929 0.009175539
2.5625467 1688.9263 0.009197086
2.575047 1688.9244 0.009204343
2.5875473 1688.9225 0.009205446
2.6000476 1688.9207 0.009222567
2.6125479 1688.9205 0.0092202425
2.6250482 1688.9197 0.009220913
2.6375484 1688.9176 0.009252697
2.6500487 1688.9191 0.009220928
2.662549 1688.9203 0.009253144
2.6750493 1688.9229 0.009216309
2.6875496 1688.9276 0.0092202425
2.7000499 1688.9335 0.009180546
2.7125502 1688.941 0.00918965
2.7250504 1688.9465 0.009112805
2.7375507 1688.951 0.009149134
2.750051 1688.9535 0.0091324
2.7625513 1688.956 0.00910835
2.7750516 1688.9573 0.009118557
2.7875519 1688.9543 0.009129867
2.8000522 1688.9481 0.0091454685
2.8125525 1688.9376 0.00917314
2.8250527 1688.9259 0.009222642
2.837553 1688.9165 0.009250015
2.8500533 1688.9117 0.0092828125
2.8625536 1688.9143 0.00925003
2.875054 1688.9263 0.009233072
2.8875542 1688.9446 0.009235367
2.9000545 1688.9696 0.009099528
2.9125547 1688.9918 0.00910072
2.925055 1689.0118 0.009019792
2.9375553 1689.0223 0.008961618
2.9500556 1689.0201 0.009002283
2.962556 1689.008 0.008963093
2.9750562 1688.9846 0.009076804
2.9875565 1688.9592 0.009077758
3.0000567 1688.9354 0.009182647
3.012557 1688.9113 0.009300724
3.0250573 1688.8939 0.009311333
3.0375576 1688.8837 0.009346336
3.050058 1688.8833 0.009342238
3.0625582 1688.893 0.009310916
3.0750585 1688.9081 0.009283736
3.0875587 1688.9302 0.009236321
3.100059 1688.9551 0.009115279
3.1125593 1688.9784 0.009070367
3.1250596 1688.9995 0.008919165
3.13756 1689.0111 0.008985907
3.1500602 1689.0106 0.008977026
3.1625605 1688.9993 0.008945778
3.1750607 1688.974 0.009078458
3.187561 1688.9408 0.009108186
3.2000613 1688.9055 0.009246826
3.2125616 1688.8728 0.009352073
3.225062 1688.8492 0.009435222
3.2375622 1688.8419 0.009458452
3.2500625 1688.8556 0.009435505
3.2625628 1688.885 0.00930348
3.275063 1688.9203 0.009246737
3.2875633 1688.9535 0.009136841
3.3000636 1688.981 0.009070724
3.312564 1688.9988 0.008917689
3.3250642 1689.0051 0.008945286
3.3375645 1688.9999 0.008971021
3.3500648 1688.9841 0.008973584
3.362565 1688.9584 0.009104118
3.3750653 1688.9229 0.009211913
3.3875656 1688.8867 0.009302154
3.400066 1688.8579 0.009371102
3.4125662 1688.8406 0.009422213
3.4250665 1688.8381 0.009470746
3.4375668 1688.8539 0.009388834
3.450067 1688.8784 0.009325892
3.4625673 1688.9087 0.009255484
3.4750676 1688.9415 0.009172708
3.487568 1688.9697 0.009065762
3.5000682 1688.9869 0.009029552
3.5125685 1688.9933 0.009030074
3.5250688 1688.9868 0.0090679675
3.537569 1688.9695 0.009000793
3.5500693 1688.9568 0.009126663
3.5625696 1688.9414 0.009145319
3.57507 1688.9229 0.00926131
3.5875702 1688.9049 0.009279504
3.6000705 1688.8916 0.009282514
3.6125708 1688.8838 0.00931482
3.625071 1688.8823 0.009331971
3.6375713 1688.8889 0.009262249
3.6500716 1688.9006 0.009294808
3.662572 1688.9207 0.009204328
3.6750722 1688.9414 0.009153545
3.6875725 1688.9575 0.009142399
3.7000728 1688.9702 0.009110108
3.712573 1688.9781 0.0089722425
3.7250733 1688.98 0.0090633035
3.7375736 1688.9749 0.009053364
3.750074 1688.9639 0.0090883225
3.7625742 1688.9515 0.009093672
3.7750745 1688.9388 0.009105906
3.7875748 1688.921 0.009209469
3.800075 1688.9025 0.009301513
3.8125753 1688.8926 0.00925225
3.8250756 1688.8876 0.00929895
3.837576 1688.8912 0.009291992
3.8500762 1688.9012 0.0092443675
3.8625765 1688.9167 0.009258673
3.8750768 1688.9385 0.009111181
3.887577 1688.9553 0.009157151
3.9000773 1688.9703 0.009044558
3.9125776 1688.9847 0.0090228915
3.925078 1688.9926 0.009039417
3.9375782 1688.9895 0.008995354
3.9500785 1688.9783 0.009071648
3.9625788 1688.9629 0.009096637
3.975079 1688.9452 0.009126976
3.9875793 1688.9231 0.0092330575
4.0000796 1688.901 0.009301454
4.0125775 1688.8873 0.009318471
4.0250754 1688.8806 0.009339839
4.0375733 1688.8811 0.009361386
4.0500712 1688.8927 0.009303585
4.062569 1688.9113 0.009293944
4.075067 1688.9368 0.009208202
4.087565 1688.9626 0.009151891
4.100063 1688.9839 0.009083137
4.1125607 1689.001 0.009048253
4.1250587 1689.0114 0.008997425
4.1375566 1689.0094 0.009035692
4.1500545 1688.9957 0.008999258
4.1625524 1688.9724 0.009114802
4.1750503 1688.9501 0.009115607
4.187548 1688.9258 0.009231016
4.200046 1688.9045 0.0093119
4.212544 1688.891 0.009328008
4.225042 1688.8854 0.0093370825
4.23754 1688.8867 0.0093578845
4.2500377 1688.8972 0.009299368
4.2625356 1688.914 0.009276539
4.2750335 1688.9391 0.009209752
4.2875314 1688.9677 0.0091056675
4.3000293 1688.9929 0.009083703
4.312527 1689.0099 0.008970439
4.325025 1689.0165 0.008959547
4.337523 1689.0105 0.009030908
4.350021 1688.9946 0.008964583
4.362519 1688.9688 0.009078234
4.3750167 1688.9432 0.009139851
4.3875146 1688.9177 0.009244099
4.4000125 1688.8976 0.009322539
4.4125104 1688.8824 0.009364992
4.4250083 1688.8801 0.009362474
4.437506 1688.8912 0.009323761
4.450004 1688.9113 0.009273604
4.462502 1688.9346 0.009223163
4.475 1688.9563 0.009088591
4.487498 1688.9692 0.0091043115
4.4999957 1688.9805 0.009058267
4.5124936 1688.9806 0.008968264
4.5249915 1688.9688 0.009033829
4.5374894 1688.9482 0.009057134
4.5499873 1688.9254 0.009159744
4.562485 1688.9027 0.009211659
4.574983 1688.8813 0.009342819
4.587481 1688.8668 0.009371951
4.599979 1688.861 0.009388894
4.612477 1688.868 0.009371683
4.6249747 1688.8843 0.009336665
4.6374726 1688.9102 0.0092250705
4.6499705 1688.9355 0.009210661
4.6624684 1688.9578 0.009092689
4.6749663 1688.9734 0.009065434
4.687464 1688.9823 0.009057552
4.699962 1688.9788 0.009033591
4.71246 1688.9614 0.009102657
4.724958 1688.9417 0.009148449
4.737456 1688.922 0.009197354
4.7499537 1688.9032 0.009261593
4.7624516 1688.8883 0.009326115
4.7749496 1688.8826 0.009331748
4.7874475 1688.8834 0.009341836
4.7999454 1688.8915 0.009325206
4.8124433 1688.9043 0.009301439
4.824941 1688.9231 0.0092534125
4.837439 1688.9479 0.009214863
4.849937 1688.9703 0.009121105
4.862435 1688.9895 0.009091616
4.874933 1689.0034 0.009039193
4.8874307 1689.0059 0.009016126
4.8999286 1688.9954 0.009031206
4.9124265 1688.9756 0.009042636
4.9249244 1688.9551 0.009128243
4.9374223 1688.9382 0.009154305
4.94992 1688.9202 0.009273857
4.962418 1688.9064 0.009326994
4.974916 1688.9009 0.009325251
4.987414 1688.9048 0.009299308
4.999912 1688.9175 0.009275675
5.0124097 1688.9341 0.009234667
5.0249076 1688.9584 0.009137392
5.0374055 1688.9797 0.009075299
5.0499034 1688.9994 0.009038791
5.0624013 1689.0103 0.00904645
5.074899 1689.0083 0.008989558
5.087397 1688.9954 0.009015188
5.099895 1688.975 0.009088993
5.112393 1688.9537 0.009108171
5.124891 1688.9332 0.0091533065
5.1373887 1688.9141 0.009227663
5.1498866 1688.9 0.009304911
5.1623845 1688.893 0.00930503
5.1748824 1688.8926 0.009317368
5.1873803 1688.899 0.0093254745
5.199878 1688.9137 0.00925833
5.212376 1688.9347 0.009177163
5.224874 1688.9579 0.009165898
5.237372 1688.9763 0.009089872
5.24987 1688.9916 0.009004846
5.2623677 1689.0004 0.008988246
5.2748656 1688.9978 0.008990988
5.2873635 1688.9836 0.009010792
5.2998614 1688.9626 0.009049952
5.3123593 1688.941 0.009119019
5.324857 1688.9215 0.009190023
5.337355 1688.9026 0.009289309
5.349853 1688.8901 0.009309873
5.362351 1688.8856 0.0093438625
5.374849 1688.8893 0.009294018
5.3873467 1688.8993 0.009306192
5.3998446 1688.9164 0.009213626
5.4123425 1688.9387 0.009221882
5.4248405 1688.9606 0.009109572
5.4373384 1688.9742 0.009069055
5.4498363 1688.9823 0.009055674
5.462334 1688.9806 0.009016126
5.474832 1688.9684 0.0090881735
5.48733 1688.9546 0.009068131
5.499828 1688.9343 0.0091935545
5.512326 1688.9136 0.009198263
5.5248237 1688.8905 0.009298518
5.5373216 1688.8741 0.009352103
5.5498195 1688.866 0.009367287
5.5623174 1688.8656 0.009410128
5.5748153 1688.8822 0.009358555
5.587313 1688.907 0.009258881
5.599811 1688.9387 0.009220511
5.612309 1688.9655 0.0091343075
5.624807 1688.9878 0.009002402
5.637305 1688.9988 0.009030744
5.6498027 1688.9999 0.008985624
5.6623006 1688.9933 0.0089880675
5.6747985 1688.9769 0.009077176
5.6872964 1688.9558 0.0090443045
5.6997943 1688.9325 0.009198278
5.712292 1688.9077 0.00923869
5.72479 1688.8896 0.009313121
